Product ID,Product Name,Category,Sub-Category,total_orders,total_units,total_revenue,total_profit,profit_margin_pct,avg_discount_pct
OFF-AP-10002457,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",Office Supplies,Appliances,6,21,1674.4,218.38,13.0,11.4
OFF-AP-10002472,3M Office Air Cleaner,Office Supplies,Appliances,2,8,259.8,29.38,11.3,10.5
OFF-AP-10002495,"Acco Smartsocket Table Surge Protector, 6 Color-Coded Adapter Outlets",Office Supplies,Appliances,3,12,452.96,48.03,10.6,13.8
OFF-AP-10002518,Kensington 7 Outlet MasterPiece Power Center,Office Supplies,Appliances,5,19,2883.28,356.71,12.4,12.6
OFF-AP-10002534,3.6 Cubic Foot Counter Height Office Refrigerator,Office Supplies,Appliances,5,10,2946.2,373.21,12.7,12.8
OFF-AP-10002578,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",Office Supplies,Appliances,7,22,929.48,104.05,11.2,11.1
OFF-AP-10002651,Hoover Upright Vacuum With Dirt Cup,Office Supplies,Appliances,6,21,6832.91,909.77,13.3,11.5
OFF-AP-10002670,Belkin 8-Outlet Premiere SurgeMaster II Surge Protectors,Office Supplies,Appliances,2,10,277.92,24.31,8.7,13.5
OFF-AP-10002684,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",Office Supplies,Appliances,6,29,2796.34,357.94,12.8,12.4
OFF-AP-10002734,Holmes Harmony HEPA Air Purifier for 17 x 20 Room,Office Supplies,Appliances,1,1,675.12,75.56,11.2,16.2
OFF-AP-10002765,Fellowes Advanced Computer Series Surge Protectors,Office Supplies,Appliances,6,25,386.75,32.06,8.3,11.8
OFF-AP-10002867,Fellowes Command Center 5-outlet power strip,Office Supplies,Appliances,4,18,664.83,75.9,11.4,11.7
OFF-AP-10002892,Belkin F5C206VTEL 6 Outlet Surge,Office Supplies,Appliances,7,25,464.2,72.57,15.6,11.5
OFF-AP-10002906,Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum,Office Supplies,Appliances,4,16,9.77,-4.77,-48.8,12.5
OFF-AP-10002945,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,Office Supplies,Appliances,7,29,8899.24,1212.06,13.6,11.0
OFF-AP-10002998,Holmes 99% HEPA Air Purifier,Office Supplies,Appliances,4,12,333.56,36.13,10.8,11.9
OFF-AP-10003040,Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection,Office Supplies,Appliances,5,22,665.68,91.51,13.7,11.5
OFF-AP-10003057,Honeywell Enviracaire Portable HEPA Air Cleaner for 16' x 20' Room,Office Supplies,Appliances,3,15,3855.18,511.08,13.3,11.4
OFF-AP-10003099,"Eureka Hand Vacuum, Bagless",Office Supplies,Appliances,1,5,197.72,19.0,9.6,11.3
OFF-AP-10003217,Eureka Sanitaire  Commercial Upright,Office Supplies,Appliances,3,19,1524.53,193.37,12.7,11.8
OFF-AP-10003266,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",Office Supplies,Appliances,4,9,151.06,29.45,19.5,12.3
OFF-AP-10003278,Belkin 7-Outlet SurgeMaster Home Series,Office Supplies,Appliances,4,23,72.64,16.28,22.4,10.1
OFF-AP-10003281,Acco 6 Outlet Guardian Standard Surge Suppressor,Office Supplies,Appliances,5,16,149.92,24.45,16.3,11.4
OFF-AP-10003287,Tripp Lite TLP810NET Broadband Surge for Modem/Fax,Office Supplies,Appliances,5,14,784.94,88.35,11.3,11.9
OFF-AP-10003590,Hoover WindTunnel Plus Canister Vacuum,Office Supplies,Appliances,3,11,3051.3,377.95,12.4,13.2
OFF-AP-10003622,"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",Office Supplies,Appliances,4,13,65.0,2.66,4.1,13.2
OFF-AP-10003779,Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,Office Supplies,Appliances,4,20,1473.11,197.44,13.4,13.0
OFF-AP-10003842,Euro-Pro Shark Turbo Vacuum,Office Supplies,Appliances,6,27,693.95,101.79,14.7,11.8
OFF-AP-10003849,Hoover Shoulder Vac Commercial Portable Vacuum,Office Supplies,Appliances,6,29,5009.48,627.0,12.5,12.1
OFF-AP-10003860,Fellowes Advanced 8 Outlet Surge Suppressor with Phone/Fax Protection,Office Supplies,Appliances,3,14,244.29,20.22,8.3,13.5
OFF-AP-10003884,"Fellowes Smart Surge Ten-Outlet Protector, Platinum",Office Supplies,Appliances,1,4,180.66,21.32,11.8,11.8
OFF-AP-10003914,"Sanitaire Vibra Groomer IR Commercial Upright Vacuum, Replacement Belts",Office Supplies,Appliances,1,7,13.0,5.97,45.9,11.8
OFF-AP-10003971,Belkin 6 Outlet Metallic Surge Strip,Office Supplies,Appliances,9,39,262.45,51.73,19.7,10.8
OFF-AP-10004036,Bionaire 99.97% HEPA Air Cleaner,Office Supplies,Appliances,4,14,199.73,35.28,17.7,11.6
OFF-AP-10004052,"Hoover Replacement Belts For Soft Guard & Commercial Ltweight Upright Vacs, 2/Pk",Office Supplies,Appliances,5,15,56.09,32.06,57.2,11.4
OFF-AP-10004136,Kensington 6 Outlet SmartSocket Surge Protector,Office Supplies,Appliances,2,5,147.53,14.93,10.1,10.2
OFF-AP-10004233,Honeywell Enviracaire Portable Air Cleaner for up to 8 x 10 Room,Office Supplies,Appliances,2,5,299.21,26.83,9.0,13.7
OFF-AP-10004249,Staple holder,Office Supplies,Appliances,5,24,234.61,1.36,0.6,13.8
OFF-AP-10004336,"Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",Office Supplies,Appliances,4,22,546.82,75.6,13.8,11.3
OFF-AP-10004487,Kensington 4 Outlet MasterPiece Compact Power Control Center,Office Supplies,Appliances,7,26,2488.39,314.92,12.7,11.3
OFF-AP-10004532,Kensington 6 Outlet Guardian Standard Surge Protector,Office Supplies,Appliances,6,22,409.6,45.26,11.0,12.7
OFF-AP-10004540,"Eureka The Boss Lite 10-Amp Upright Vacuum, Blue",Office Supplies,Appliances,4,16,1042.08,130.8,12.6,10.7
OFF-AP-10004655,"Holmes Visible Mist Ultrasonic Humidifier with 2.3-Gallon Output per Day, Replacement Filter",Office Supplies,Appliances,2,5,47.54,11.9,25.0,10.1
OFF-AP-10004708,Fellowes Superior 10 Outlet Split Surge Protector,Office Supplies,Appliances,9,42,867.77,105.42,12.1,11.5
OFF-AP-10004785,"Holmes Replacement Filter for HEPA Air Cleaner, Medium Room",Office Supplies,Appliances,4,10,203.94,34.35,16.8,13.0
OFF-AP-10004859,Acco 6 Outlet Guardian Premium Surge Suppressor,Office Supplies,Appliances,8,28,432.43,66.92,15.5,12.1
OFF-AP-10004868,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,Office Supplies,Appliances,4,15,91.69,25.61,27.9,11.4
OFF-AP-10004980,3M Replacement Filter for Office Air Cleaner for 20' x 33' Room,Office Supplies,Appliances,4,21,303.36,52.29,17.2,13.6
OFF-AR-10000034,"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack",Office Supplies,Art,6,15,118.72,22.82,19.2,6.2
OFF-AR-10000122,Newell 314,Office Supplies,Art,7,30,118.3,20.31,17.2,6.8
OFF-AR-10000127,Newell 321,Office Supplies,Art,4,19,65.6,14.44,22.0,7.4
OFF-AR-10000203,Newell 336,Office Supplies,Art,4,10,68.48,6.26,9.1,6.9
OFF-AR-10000246,Newell 318,Office Supplies,Art,5,22,61.72,15.85,25.7,4.6
OFF-AR-10000255,Newell 328,Office Supplies,Art,3,11,75.92,0.26,0.3,7.0
OFF-AR-10000315,"Dixon Ticonderoga Maple Cedar Pencil, #2",Office Supplies,Art,3,11,23.33,5.06,21.7,6.2
OFF-AR-10000369,Design Ebony Sketching Pencil,Office Supplies,Art,3,12,13.62,3.1,22.8,5.8
OFF-AR-10000380,"Hunt PowerHouse Electric Pencil Sharpener, Blue",Office Supplies,Art,10,30,1617.95,263.45,16.3,6.1
OFF-AR-10000390,Newell Chalk Holder,Office Supplies,Art,7,21,83.43,11.59,13.9,5.7
OFF-AR-10000411,Boston 16701 Slimline Battery Pencil Sharpener,Office Supplies,Art,2,10,86.08,5.0,5.8,4.3
OFF-AR-10000422,Pencil and Crayon Sharpener,Office Supplies,Art,4,15,29.35,1.83,6.2,4.0
OFF-AR-10000462,Sanford Pocket Accent Highlighters,Office Supplies,Art,2,11,11.2,10.8,96.4,5.7
OFF-AR-10000475,"Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black",Office Supplies,Art,4,21,83.95,9.09,10.8,7.5
OFF-AR-10000538,"Boston Model 1800 Electric Pencil Sharpener, Gray",Office Supplies,Art,2,10,264.61,44.94,17.0,4.9
OFF-AR-10000588,Newell 345,Office Supplies,Art,9,38,476.16,65.45,13.7,5.9
OFF-AR-10000614,Barrel Sharpener,Office Supplies,Art,4,18,67.83,16.82,24.8,5.7
OFF-AR-10000634,Newell 320,Office Supplies,Art,7,26,81.32,2.22,2.7,5.6
OFF-AR-10000657,"Binney & Smith inkTank Desk Highlighter, Chisel Tip, Yellow, 12/Box",Office Supplies,Art,5,19,45.15,6.64,14.7,5.2
OFF-AR-10000658,Newell 324,Office Supplies,Art,6,29,228.69,44.65,19.5,7.1
OFF-AR-10000716,DIXON Ticonderoga Erasable Checking Pencils,Office Supplies,Art,7,36,94.86,15.39,16.2,5.4
OFF-AR-10000799,Col-Erase Pencils with Erasers,Office Supplies,Art,2,11,37.7,1.07,2.8,5.4
OFF-AR-10000817,Manco Dry-Lighter Erasable Highlighter,Office Supplies,Art,7,26,88.16,10.78,12.2,6.5
OFF-AR-10000823,Newell 307,Office Supplies,Art,3,13,19.29,10.67,55.3,4.4
OFF-AR-10000896,Newell 329,Office Supplies,Art,2,8,24.27,1.36,5.6,7.6
OFF-AR-10000914,Boston 16765 Mini Stand Up Battery Pencil Sharpener,Office Supplies,Art,4,19,102.61,12.07,11.8,6.7
OFF-AR-10000937,"Dixon Ticonderoga Core-Lock Colored Pencils, 48-Color Set",Office Supplies,Art,2,7,431.29,74.41,17.3,7.2
OFF-AR-10000940,Newell 343,Office Supplies,Art,7,27,65.27,5.86,9.0,6.4
OFF-AR-10001022,SANFORD Liquid Accent Tank-Style Highlighters,Office Supplies,Art,3,14,14.2,-0.85,-6.0,5.7
OFF-AR-10001026,"Sanford Uni-Blazer View Highlighters, Chisel Tip, Yellow",Office Supplies,Art,3,17,30.8,17.0,55.2,5.0
OFF-AR-10001044,"BOSTON Ranger #55 Pencil Sharpener, Black",Office Supplies,Art,9,34,618.56,97.35,15.7,7.8
OFF-AR-10001118,"Binney & Smith Crayola Metallic Crayons, 16-Color Pack",Office Supplies,Art,2,7,16.18,15.34,94.8,3.4
OFF-AR-10001130,"Quartet Alpha White Chalk, 12/Pack",Office Supplies,Art,2,6,15.47,0.73,4.7,4.2
OFF-AR-10001149,"Avery Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink",Office Supplies,Art,2,12,7.8,5.97,76.5,8.0
OFF-AR-10001149,"Sanford Colorific Colored Pencils, 12/Box",Office Supplies,Art,5,22,73.15,13.66,18.7,7.8
OFF-AR-10001166,Staples in misc. colors,Office Supplies,Art,3,14,60.64,5.86,9.7,5.9
OFF-AR-10001177,Newell 349,Office Supplies,Art,3,6,42.64,10.77,25.3,8.4
OFF-AR-10001216,Newell 339,Office Supplies,Art,3,11,26.69,12.96,48.6,5.5
OFF-AR-10001221,"Dixon Ticonderoga Erasable Colored Pencil Set, 12-Color",Office Supplies,Art,2,9,75.35,6.48,8.6,4.8
OFF-AR-10001227,Newell 338,Office Supplies,Art,2,10,23.52,-4.68,-19.9,7.0
OFF-AR-10001231,"Sanford EarthWrite Recycled Pencils, Medium Soft, #2",Office Supplies,Art,3,9,29.4,6.71,22.8,5.5
OFF-AR-10001246,Newell 317,Office Supplies,Art,7,24,79.97,0.13,0.2,6.6
OFF-AR-10001315,Newell 310,Office Supplies,Art,7,30,38.72,10.31,26.6,6.9
OFF-AR-10001374,"BIC Brite Liner Highlighters, Chisel Tip",Office Supplies,Art,6,19,123.12,22.85,18.6,5.2
OFF-AR-10001419,Newell 325,Office Supplies,Art,6,23,128.03,9.37,7.3,5.9
OFF-AR-10001427,Newell 330,Office Supplies,Art,4,25,59.8,9.94,16.6,6.0
OFF-AR-10001446,Newell 309,Office Supplies,Art,5,24,196.35,19.94,10.2,4.8
OFF-AR-10001468,"Sanford Prismacolor Professional Thick Lead Art Pencils, 36-Color Set",Office Supplies,Art,3,10,209.66,46.7,22.3,4.7
OFF-AR-10001473,Newell 313,Office Supplies,Art,3,15,28.21,6.07,21.5,4.6
OFF-AR-10001545,Newell 326,Office Supplies,Art,6,25,36.61,-21.83,-59.6,7.3
OFF-AR-10001547,Newell 311,Office Supplies,Art,8,35,61.44,4.19,6.8,6.8
OFF-AR-10001573,American Pencil,Office Supplies,Art,6,28,48.93,25.41,51.9,5.5
OFF-AR-10001615,Newell 34,Office Supplies,Art,7,13,460.29,87.62,19.0,6.8
OFF-AR-10001662,Rogers Handheld Barrel Pencil Sharpener,Office Supplies,Art,7,25,75.62,25.57,33.8,6.3
OFF-AR-10001683,Lumber Crayons,Office Supplies,Art,6,23,171.39,18.75,10.9,5.7
OFF-AR-10001725,Boston Home & Office Model 2000 Electric Pencil Sharpeners,Office Supplies,Art,6,20,297.99,50.52,17.0,6.4
OFF-AR-10001761,Avery Hi-Liter Smear-Safe Highlighters,Office Supplies,Art,5,14,114.46,19.61,17.1,4.8
OFF-AR-10001770,Economy #2 Pencils,Office Supplies,Art,4,16,34.58,16.1,46.6,6.5
OFF-AR-10001860,BIC Liqua Brite Liner,Office Supplies,Art,6,20,173.5,46.11,26.6,6.0
OFF-AR-10001868,Prang Dustless Chalk Sticks,Office Supplies,Art,8,32,38.98,15.01,38.5,7.4
OFF-AR-10001897,Model L Table or Wall-Mount Pencil Sharpener,Office Supplies,Art,5,15,402.98,60.66,15.1,6.6
OFF-AR-10001915,Peel-Off China Markers,Office Supplies,Art,7,18,287.97,54.99,19.1,5.2
OFF-AR-10001919,"OIC #2 Pencils, Medium Soft",Office Supplies,Art,7,43,30.83,12.93,41.9,5.1
OFF-AR-10001940,"Sanford Colorific Eraseable Coloring Pencils, 12 Count",Office Supplies,Art,4,16,45.92,-10.23,-22.3,3.1
OFF-AR-10001953,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,Office Supplies,Art,7,27,1073.11,158.18,14.7,5.0
OFF-AR-10001954,Newell 331,Office Supplies,Art,4,12,75.31,8.32,11.0,6.4
OFF-AR-10001955,Newell 319,Office Supplies,Art,8,31,511.87,108.13,21.1,6.9
OFF-AR-10001958,Stanley Bostitch Contemporary Electric Pencil Sharpeners,Office Supplies,Art,7,32,275.08,71.45,26.0,5.9
OFF-AR-10001972,Newell 323,Office Supplies,Art,3,13,21.17,15.43,72.9,5.7
OFF-AR-10001988,Bulldog Table or Wall-Mount Pencil Sharpener,Office Supplies,Art,3,11,77.87,9.29,11.9,5.4
OFF-AR-10002053,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",Office Supplies,Art,7,14,81.65,-12.65,-15.5,5.2
OFF-AR-10002067,Newell 334,Office Supplies,Art,6,29,531.71,93.59,17.6,5.8
OFF-AR-10002135,Boston Heavy-Duty Trimline Electric Pencil Sharpeners,Office Supplies,Art,5,20,1166.44,196.39,16.8,7.4
OFF-AR-10002221,12 Colored Short Pencils,Office Supplies,Art,3,17,18.2,9.2,50.5,4.6
OFF-AR-10002240,Panasonic KP-150 Electric Pencil Sharpener,Office Supplies,Art,3,4,452.88,76.43,16.9,5.0
OFF-AR-10002255,Newell 346,Office Supplies,Art,4,15,25.34,9.29,36.7,6.2
OFF-AR-10002257,"Eldon Spacemaker Box, Quick-Snap Lid, Clear",Office Supplies,Art,6,22,50.77,41.95,82.6,6.3
OFF-AR-10002280,Staples in misc. colors,Office Supplies,Art,2,9,54.35,5.04,9.3,6.0
OFF-AR-10002335,DIXON Oriole Pencils,Office Supplies,Art,6,19,44.89,16.65,37.1,6.9
OFF-AR-10002375,Newell 351,Office Supplies,Art,7,20,82.66,21.24,25.7,6.5
OFF-AR-10002399,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",Office Supplies,Art,7,33,110.76,14.79,13.4,7.2
OFF-AR-10002445,SANFORD Major Accent Highlighters,Office Supplies,Art,7,34,209.57,37.7,18.0,5.5
OFF-AR-10002467,Dixon Ticonderoga Pencils,Office Supplies,Art,2,9,28.61,1.61,5.6,4.4
OFF-AR-10002578,Newell 335,Office Supplies,Art,4,16,34.56,-9.54,-27.6,5.2
OFF-AR-10002656,Sanford Liquid Accent Highlighters,Office Supplies,Art,5,14,149.63,28.73,19.2,6.2
OFF-AR-10002671,"Hunt BOSTON Model 1606 High-Volume Electric Pencil Sharpener, Beige",Office Supplies,Art,1,4,1113.02,167.05,15.0,7.5
OFF-AR-10002704,Boston 1900 Electric Pencil Sharpener,Office Supplies,Art,1,2,14.98,4.3,28.7,2.6
OFF-AR-10002766,Prang Drawing Pencil Set,Office Supplies,Art,4,10,56.16,7.15,12.7,6.0
OFF-AR-10002804,Faber Castell Col-Erase Pencils,Office Supplies,Art,5,15,37.16,10.09,27.2,6.7
OFF-AR-10002818,Panasonic KP-310 Heavy-Duty Electric Pencil Sharpener,Office Supplies,Art,2,6,197.82,38.4,19.4,4.6
OFF-AR-10002833,Newell 322,Office Supplies,Art,6,23,30.58,10.72,35.1,6.6
OFF-AR-10002952,Stanley Contemporary Battery Pencil Sharpeners,Office Supplies,Art,4,20,293.7,60.92,20.7,4.6
OFF-AR-10002956,Boston 16801 Nautilus Battery Pencil Sharpener,Office Supplies,Art,6,33,444.6,67.47,15.2,6.4
OFF-AR-10002987,Prismacolor Color Pencil Set,Office Supplies,Art,6,33,396.8,75.97,19.1,5.9
OFF-AR-10003045,Prang Colored Pencils,Office Supplies,Art,7,29,90.55,3.71,4.1,5.7
OFF-AR-10003056,Newell 341,Office Supplies,Art,7,27,96.73,17.42,18.0,4.8
OFF-AR-10003087,Staples in misc. colors,Office Supplies,Art,3,16,24.92,-11.23,-45.1,5.4
OFF-AR-10003156,50 Colored Long Pencils,Office Supplies,Art,5,16,138.18,39.02,28.2,7.3
OFF-AR-10003158,Fluorescent Highlighters by Dixon,Office Supplies,Art,5,20,90.74,18.48,20.4,5.2
OFF-AR-10003179,Dixon Ticonderoga Core-Lock Colored Pencils,Office Supplies,Art,7,28,229.57,12.9,5.6,7.1
OFF-AR-10003183,Avery Fluorescent Highlighter Four-Color Set,Office Supplies,Art,8,28,65.46,28.21,43.1,6.8
OFF-AR-10003190,Newell 32,Office Supplies,Art,6,23,47.23,-5.5,-11.6,4.5
OFF-AR-10003217,Newell 316,Office Supplies,Art,2,4,46.94,1.74,3.7,5.9
OFF-AR-10003251,Prang Drawing Pencil Set,Office Supplies,Art,7,33,43.92,0.57,1.3,6.1
OFF-AR-10003338,"Eberhard Faber 3 1/2"" Golf Pencils",Office Supplies,Art,7,29,139.87,30.13,21.5,6.8
OFF-AR-10003373,"Boston School Pro Electric Pencil Sharpener, 1670",Office Supplies,Art,7,27,873.64,134.69,15.4,5.8
OFF-AR-10003394,Newell 332,Office Supplies,Art,5,24,67.03,5.66,8.4,6.6
OFF-AR-10003405,"Dixon My First Ticonderoga Pencil, #2",Office Supplies,Art,4,15,95.94,19.38,20.2,4.9
OFF-AR-10003469,Nontoxic Chalk,Office Supplies,Art,8,39,42.94,3.01,7.0,5.8
OFF-AR-10003477,4009 Highlighters,Office Supplies,Art,1,5,8.04,6.01,74.8,4.6
OFF-AR-10003478,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",Office Supplies,Art,6,29,219.78,54.14,24.6,4.6
OFF-AR-10003481,Newell 348,Office Supplies,Art,6,29,65.6,12.46,19.0,5.6
OFF-AR-10003504,Newell 347,Office Supplies,Art,7,28,127.54,26.1,20.5,6.6
OFF-AR-10003514,4009 Highlighters by Sanford,Office Supplies,Art,8,40,171.14,47.78,27.9,6.4
OFF-AR-10003560,Zebra Zazzle Fluorescent Highlighters,Office Supplies,Art,6,23,100.93,31.98,31.7,6.1
OFF-AR-10003582,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",Office Supplies,Art,8,28,523.59,83.51,15.9,6.5
OFF-AR-10003602,"Quartet Omega Colored Chalk, 12/Pack",Office Supplies,Art,7,28,80.59,12.21,15.2,7.1
OFF-AR-10003631,Staples in misc. colors,Office Supplies,Art,4,16,123.9,35.67,28.8,4.5
OFF-AR-10003651,Newell 350,Office Supplies,Art,6,28,62.32,25.74,41.3,6.6
OFF-AR-10003696,Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop,Office Supplies,Art,3,10,124.49,24.54,19.7,5.7
OFF-AR-10003723,Avery Hi-Liter Fluorescent Desk Style Markers,Office Supplies,Art,2,14,20.28,1.37,6.8,5.9
OFF-AR-10003727,Berol Giant Pencil Sharpener,Office Supplies,Art,4,19,254.85,35.72,14.0,6.1
OFF-AR-10003732,Newell 333,Office Supplies,Art,11,57,86.74,11.52,13.3,6.4
OFF-AR-10003752,Deluxe Chalkboard Eraser Cleaner,Office Supplies,Art,5,22,182.49,36.17,19.8,8.1
OFF-AR-10003759,"Crayola Anti Dust Chalk, 12/Pack",Office Supplies,Art,7,29,59.7,10.67,17.9,6.6
OFF-AR-10003770,Newell 340,Office Supplies,Art,2,7,25.92,12.28,47.4,3.7
OFF-AR-10003772,Boston 16750 Black Compact Battery Pencil Sharpener,Office Supplies,Art,2,5,43.75,7.9,18.1,5.3
OFF-AR-10003811,Newell 327,Office Supplies,Art,4,21,39.78,-12.88,-32.4,6.5
OFF-AR-10003829,Newell 35,Office Supplies,Art,9,32,93.15,-3.03,-3.3,5.8
OFF-AR-10003856,Newell 344,Office Supplies,Art,5,18,41.14,-1.88,-4.6,5.8
OFF-AR-10003876,"Avery Hi-Liter GlideStik Fluorescent Highlighter, Yellow Ink",Office Supplies,Art,2,2,26.08,-0.18,-0.7,4.4
OFF-AR-10003896,"Stride Job 150 Highlighters, Chisel Tip, Assorted Colors",Office Supplies,Art,1,3,17.94,-4.33,-24.1,7.9
OFF-AR-10003903,Sanford 52201 APSCO Electric Pencil Sharpener,Office Supplies,Art,4,13,565.39,94.78,16.8,7.8
OFF-AR-10003958,Newell 337,Office Supplies,Art,2,2,10.5,12.78,121.7,5.2
OFF-AR-10003986,Avery Hi-Liter Pen Style Six-Color Fluorescent Set,Office Supplies,Art,1,3,7.7,2.47,32.1,9.9
OFF-AR-10004010,Hunt Boston Vacuum Mount KS Pencil Sharpener,Office Supplies,Art,5,18,671.81,94.38,14.0,6.7
OFF-AR-10004022,Panasonic KP-380BK Classic Electric Pencil Sharpener,Office Supplies,Art,6,23,705.21,146.68,20.8,4.7
OFF-AR-10004027,"Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box",Office Supplies,Art,3,14,17.64,-1.25,-7.1,5.0
OFF-AR-10004042,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",Office Supplies,Art,6,19,496.25,80.92,16.3,6.1
OFF-AR-10004062,Staples in misc. colors,Office Supplies,Art,3,9,157.2,20.72,13.2,6.2
OFF-AR-10004078,Newell 312,Office Supplies,Art,11,40,234.77,37.6,16.0,5.3
OFF-AR-10004165,"Binney & Smith inkTank Erasable Pocket Highlighter, Chisel Tip, Yellow",Office Supplies,Art,3,18,25.99,11.21,43.1,5.8
OFF-AR-10004260,Boston 1799 Powerhouse Electric Pencil Sharpener,Office Supplies,Art,3,10,389.7,46.39,11.9,5.0
OFF-AR-10004269,Newell 31,Office Supplies,Art,5,25,94.99,26.67,28.1,6.3
OFF-AR-10004272,Newell 308,Office Supplies,Art,2,8,8.4,11.38,135.5,6.5
OFF-AR-10004344,Bulldog Vacuum Base Pencil Sharpener,Office Supplies,Art,6,26,330.92,50.82,15.4,5.4
OFF-AR-10004441,BIC Brite Liner Highlighters,Office Supplies,Art,7,28,86.11,7.05,8.2,5.0
OFF-AR-10004456,Panasonic KP-4ABK Battery-Operated Pencil Sharpener,Office Supplies,Art,4,17,234.24,47.18,20.1,7.2
OFF-AR-10004511,"Sanford Colorific Scented Colored Pencils, 12/Pack",Office Supplies,Art,2,11,47.08,1.16,2.5,6.7
OFF-AR-10004582,BIC Brite Liner Grip Highlighters,Office Supplies,Art,5,16,24.27,3.37,13.9,5.9
OFF-AR-10004587,"Boston 1827 Commercial Additional Cutter, Drive Gear & Gear Rack for 1606",Office Supplies,Art,2,2,59.49,9.94,16.7,5.5
OFF-AR-10004602,Boston KS Multi-Size Manual Pencil Sharpener,Office Supplies,Art,7,27,533.37,80.06,15.0,5.2
OFF-AR-10004648,Boston 19500 Mighty Mite Electric Pencil Sharpener,Office Supplies,Art,4,18,342.55,70.17,20.5,4.9
OFF-AR-10004685,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",Office Supplies,Art,7,27,88.9,16.99,19.1,6.5
OFF-AR-10004691,Boston 1730 StandUp Electric Pencil Sharpener,Office Supplies,Art,3,8,171.04,39.44,23.1,6.5
OFF-AR-10004707,Staples in misc. colors,Office Supplies,Art,2,7,9.92,-2.57,-25.9,5.5
OFF-AR-10004752,Blackstonian Pencils,Office Supplies,Art,3,14,30.44,10.02,32.9,6.6
OFF-AR-10004757,Crayola Colored Pencils,Office Supplies,Art,11,36,120.7,18.76,15.5,6.1
OFF-AR-10004790,Staples in misc. colors,Office Supplies,Art,1,5,28.73,1.57,5.5,3.2
OFF-AR-10004817,Colorific Watercolor Pencils,Office Supplies,Art,3,13,51.6,12.29,23.8,5.3
OFF-AR-10004930,Turquoise Lead Holder with Pocket Clip,Office Supplies,Art,3,20,37.52,25.69,68.5,4.2
OFF-AR-10004956,Newell 33,Office Supplies,Art,3,10,47.99,-15.52,-32.3,7.3
OFF-AR-10004974,Newell 342,Office Supplies,Art,1,2,9.84,7.76,78.9,4.3
OFF-AR-10004999,Newell 315,Office Supplies,Art,6,25,145.91,18.34,12.6,5.3
OFF-BI-10000014,Heavy-Duty E-Z-D Binders,Office Supplies,Binders,8,40,176.74,37.67,21.3,14.8
OFF-BI-10000042,"Pressboard Data Binder, Crimson, 12"" X 8 1/2""",Office Supplies,Binders,3,11,33.11,-1.6,-4.8,15.8
OFF-BI-10000050,"Angle-D Binders with Locking Rings, Label Holders",Office Supplies,Binders,10,43,197.83,12.41,6.3,15.0
OFF-BI-10000069,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",Office Supplies,Binders,7,31,433.79,33.0,7.6,15.3
OFF-BI-10000088,GBC Imprintable Covers,Office Supplies,Binders,8,27,241.56,32.43,13.4,15.0
OFF-BI-10000136,Avery Non-Stick Heavy Duty View Round Locking Ring Binders,Office Supplies,Binders,3,12,68.17,11.69,17.1,15.0
OFF-BI-10000138,Acco Translucent Poly Ring Binders,Office Supplies,Binders,7,29,77.69,31.09,40.0,14.9
OFF-BI-10000145,Zipper Ring Binder Pockets,Office Supplies,Binders,13,40,81.74,-4.47,-5.5,14.7
OFF-BI-10000174,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",Office Supplies,Binders,8,32,183.28,34.87,19.0,14.7
OFF-BI-10000201,"Avery Triangle Shaped Sheet Lifters, Black, 2/Pack",Office Supplies,Binders,6,26,25.83,5.97,23.1,14.1
OFF-BI-10000216,"Mead 1st Gear 2"" Zipper Binder, Asst. Colors",Office Supplies,Binders,3,12,54.47,-7.83,-14.4,16.7
OFF-BI-10000279,"Acco Recycled 2"" Capacity Laser Printer Hanging Data Binders",Office Supplies,Binders,4,21,85.26,8.27,9.7,14.1
